property,opened_date,contracted_date,completed_date,signoffreceived_date,usps_id,closed_date,usps_issue_number,estimated_cost,status,priority,category,type,assignedto,project_origin,project_age,age_bucket,stage_group,is_open,project_key
"Dayton, AK",2024-06-03,2024-07-01,2024-07-02,,,2024-10-31,,,Closed,Normal,Repair,Roof Repair,Ashley Thompson,Internal,150.0,90+,Closed,Closed,"Dayton, AK|2024-06-03"
"Milton, MO",2024-06-03,,,,2389085,2024-08-21,2947876,,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,79.0,61-90,Closed,Closed,"Milton, MO|2024-06-03"
"Norwood, GA",2024-06-03,2024-07-19,2024-10-02,2024-10-02,2408608,2024-11-01,2949489,250.0,Closed,Urgent,Repair,Ceiling Tiles,Ashley Thompson,USPS,151.0,90+,Closed,Closed,"Norwood, GA|2024-06-03"
"Auburn, MS",2024-06-04,2024-06-05,2024-06-06,2024-06-06,,2024-08-02,,,Closed,Urgent,Repair,Misc. Repairs,Brandon Davis,Internal,59.0,31-60,Closed,Closed,"Auburn, MS|2024-06-04"
"Oakland, MI",2024-06-04,2024-05-20,2024-05-22,,,2024-06-21,,867.94,Closed,Normal,Repair,HVAC PM,Ashley Thompson,Internal,17.0,0-30,Closed,Closed,"Oakland, MI|2024-06-04"
"Canton, IN",2024-06-05,2024-06-05,2024-06-11,2024-06-11,,2024-08-21,,967.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,Internal,77.0,61-90,Closed,Closed,"Canton, IN|2024-06-05"
"Danville, NM",2024-06-05,2024-06-12,2024-06-20,2024-06-26,2408969,2024-07-11,2949797,,Closed,Normal,Repair,Doors,Brandon Davis,USPS,36.0,31-60,Closed,Closed,"Danville, NM|2024-06-05"
"Edison, MN",2024-06-05,2024-07-24,2024-09-11,2024-09-16,2410929,2025-03-03,2951824,,Closed,Emergency,Repair,Drive Thru,Sarah Williams,USPS,271.0,90+,Closed,Closed,"Edison, MN|2024-06-05"
"Greenville, IL",2024-06-05,2024-06-01,2024-06-07,2024-09-17,2409493,2024-09-26,2950297,1400.51,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,113.0,90+,Closed,Closed,"Greenville, IL|2024-06-05"
"Kingston, WY",2024-06-05,,,,,2024-06-11,,80.0,Closed,Normal,Repair,Landscaping,Ashley Thompson,Internal,6.0,0-30,Closed,Closed,"Kingston, WY|2024-06-05"
"Kingston, WY",2024-06-05,,,,,2024-06-11,,80.0,Closed,Normal,Repair,Landscaping,Ashley Thompson,Internal,6.0,0-30,Closed,Closed,"Kingston, WY|2024-06-05"
"Ashland, AZ",2024-06-06,2024-06-26,2024-08-14,2024-08-16,2409929,2024-08-20,2950877,11300.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,75.0,61-90,Closed,Closed,"Ashland, AZ|2024-06-06"
"Fairview, MD",2024-06-06,,2024-06-25,,,2024-06-25,,0.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,Internal,19.0,0-30,Closed,Closed,"Fairview, MD|2024-06-06"
"Fairview, MD",2024-06-06,2024-06-06,2024-06-06,,,2024-08-02,,,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,57.0,31-60,Closed,Closed,"Fairview, MD|2024-06-06"
"Hudson, OR",2024-06-06,,2024-06-19,,2410327,2024-06-19,2951194,,Closed,Normal,Repair,Masonry,Brandon Davis,USPS,13.0,0-30,Closed,Closed,"Hudson, OR|2024-06-06"
"Jackson, FL",2024-06-06,,,2024-06-12,2410816,2024-06-12,2951739,,Closed,Urgent,Repair,Ceiling Tiles,Ashley Thompson,USPS,6.0,0-30,Closed,Closed,"Jackson, FL|2024-06-06"
"Mount Vernon, NC",2024-06-06,2024-06-07,2024-06-19,2024-06-20,2409871,2024-07-11,2950568,568.6,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,35.0,31-60,Closed,Closed,"Mount Vernon, NC|2024-06-06"
"Oxford, PA",2024-06-06,,2024-06-13,2024-06-20,2409310,2024-06-27,2950251,,Closed,Normal,Repair,Building Repairs,Sarah Williams,USPS,21.0,0-30,Closed,Closed,"Oxford, PA|2024-06-06"
"Oxford, PA",2024-06-06,2024-06-07,2024-06-13,2024-06-20,2409310,2024-07-15,2950248,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,39.0,31-60,Closed,Closed,"Oxford, PA|2024-06-06"
"Bloomington, MS",2024-06-07,,2024-06-17,2024-06-17,2410637,2024-06-18,2951534,,Closed,Normal,Repair,HVAC Repairs,Brandon Davis,USPS,11.0,0-30,Closed,Closed,"Bloomington, MS|2024-06-07"
"Danville, NE",2024-06-07,2024-07-02,2024-07-30,2024-07-30,2410792,2024-08-08,2951660,,Closed,Normal,Repair,Gutters,Brandon Davis,USPS,62.0,61-90,Closed,Closed,"Danville, NE|2024-06-07"
"Dover, VT",2024-06-07,2024-09-03,2024-09-23,2024-09-23,2410947,2024-10-17,2951802,,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,132.0,90+,Closed,Closed,"Dover, VT|2024-06-07"
"Edison, CT",2024-06-07,,2024-11-26,,,2024-12-05,,,Closed,Normal,Repair,HVAC PM,Ashley Thompson,Internal,181.0,90+,Closed,Closed,"Edison, CT|2024-06-07"
"Farmington, LA",2024-06-07,2024-06-07,2024-06-10,2024-06-10,2412107,2024-07-11,2953080,46.01,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,34.0,31-60,Closed,Closed,"Farmington, LA|2024-06-07"
"Greenville, NM",2024-06-07,,2024-05-01,,,2024-06-14,,130.0,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,7.0,0-30,Closed,Closed,"Greenville, NM|2024-06-07"
"Hamilton, WA",2024-06-07,2024-06-07,2024-06-14,,,2024-06-26,,194.5,Closed,Normal,Repair,HVAC PM,Ashley Thompson,Internal,19.0,0-30,Closed,Closed,"Hamilton, WA|2024-06-07"
"Jackson, FL",2024-06-07,2024-10-07,2024-10-17,2024-10-17,2410818,2024-10-17,2951741,,Closed,Normal,Repair,Painting,Brandon Davis,USPS,132.0,90+,Closed,Closed,"Jackson, FL|2024-06-07"
"Jackson, FL",2024-06-07,2024-10-07,2024-10-17,2024-10-17,2410817,2024-11-04,2951740,,Closed,Normal,Repair,Painting,Brandon Davis,USPS,150.0,90+,Closed,Closed,"Jackson, FL|2024-06-07"
"Jackson, FL",2024-06-07,2024-08-05,2024-08-09,,,2024-08-20,,350.0,Closed,Normal,Repair,Electrical Repairs,Sarah Williams,Internal,74.0,61-90,Closed,Closed,"Jackson, FL|2024-06-07"
"Troy, AR",2024-06-07,2024-06-07,2024-06-08,,,2024-06-17,,50.0,Closed,Normal,Repair,Misc. Repairs,Mike Johnson,Internal,10.0,0-30,Closed,Closed,"Troy, AR|2024-06-07"
"Canton, WV",2024-06-10,2024-08-09,2025-02-10,2025-02-10,2406019,2025-02-21,2946707,,Closed,Urgent,Repair,Plumbing,Brandon Davis,USPS,256.0,90+,Closed,Closed,"Canton, WV|2024-06-10"
"Centerville, LA",2024-06-10,,2024-07-29,,,2024-07-29,,0.0,Closed,Normal,Repair,Roof Repair,Mike Johnson,Internal,49.0,31-60,Closed,Closed,"Centerville, LA|2024-06-10"
"Danville, MA",2024-06-10,,2025-09-28,,,,,259.8,Payment,Normal,Repair,HVAC Repairs,Ashley Thompson,Internal,681.0,90+,Financial Processing,Open,"Danville, MA|2024-06-10"
"Dayton, CT",2024-06-10,,,,,2024-06-11,,,Closed,Normal,Repair,Doors,Brandon Davis,Internal,1.0,0-30,Closed,Closed,"Dayton, CT|2024-06-10"
"Lexington, TX",2024-06-10,2024-06-26,2024-06-26,2024-06-26,2411397,2024-07-11,2952394,85.0,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,31.0,31-60,Closed,Closed,"Lexington, TX|2024-06-10"
"Farmington, NM",2024-06-11,2024-07-15,2024-07-26,2024-07-26,2411617,2024-07-26,2952607,,Closed,Normal,Repair,Asbestos Abatement,Brandon Davis,USPS,45.0,31-60,Closed,Closed,"Farmington, NM|2024-06-11"
"Lexington, WV",2024-06-11,,,,2407403,2024-08-21,2948177,,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,71.0,61-90,Closed,Closed,"Lexington, WV|2024-06-11"
"Oakland, MI",2024-06-11,2025-05-01,,,,,,1000.0,Contracted,Urgent,Repair,Flooring,Kevin Miller,Internal,680.0,90+,In Progress,Open,"Oakland, MI|2024-06-11"
"Rockville, NY",2024-06-12,2024-07-02,2024-09-06,,,2024-10-24,,,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,134.0,90+,Closed,Closed,"Rockville, NY|2024-06-12"
"Rockville, NY",2024-06-12,2024-07-02,2024-09-06,,,2024-10-24,,,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,134.0,90+,Closed,Closed,"Rockville, NY|2024-06-12"
"Rockville, NY",2024-06-12,2024-07-02,2024-09-06,,,2024-10-24,,,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,134.0,90+,Closed,Closed,"Rockville, NY|2024-06-12"
"Auburn, MS",2024-06-13,2024-06-13,2024-06-24,,,2024-07-19,,,Closed,Normal,Repair,Pest Control,Brandon Davis,Internal,36.0,31-60,Closed,Closed,"Auburn, MS|2024-06-13"
"Carrollton, DE",2024-06-13,2024-06-18,2024-06-21,2024-06-25,2414137,,2955178,110.0,Closed,Urgent,Repair,Plumbing,Ashley Thompson,USPS,678.0,90+,Closed,Closed,"Carrollton, DE|2024-06-13"
"Clinton, VA",2024-06-13,2024-06-13,2024-06-15,,,2024-06-17,,0.0,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,4.0,0-30,Closed,Closed,"Clinton, VA|2024-06-13"
"Danville, NM",2024-06-13,,2024-06-13,,,2024-06-21,,,Closed,Normal,Repair,Misc. Repairs,Brandon Davis,Internal,8.0,0-30,Closed,Closed,"Danville, NM|2024-06-13"
"Edison, WY",2024-06-13,2024-07-18,2024-08-16,2024-08-19,2412954,2024-09-10,2954044,,Closed,Normal,Repair,Roof Repair,Brandon Davis,USPS,89.0,61-90,Closed,Closed,"Edison, WY|2024-06-13"
"Edison, WY",2024-06-13,2024-07-17,2024-07-29,2024-08-05,2412953,2024-09-10,2954043,,Closed,Normal,Repair,Electrical Repairs,Brandon Davis,USPS,89.0,61-90,Closed,Closed,"Edison, WY|2024-06-13"
"Hamilton, PA",2024-06-13,1924-06-01,1924-12-19,,,1925-01-08,,,Closed,Normal,Repair,Landscaping,Ashley Thompson,Internal,0.0,0-30,Closed,Closed,"Hamilton, PA|2024-06-13"
"Lancaster, GA",2024-06-13,,,,,2024-07-16,,,Closed,Urgent,Repair,Roof Repair,Mike Johnson,Internal,33.0,31-60,Closed,Closed,"Lancaster, GA|2024-06-13"
"Lancaster, GA",2024-06-13,,,,,2024-07-16,,0.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,Internal,33.0,31-60,Closed,Closed,"Lancaster, GA|2024-06-13"
"Newport, OH",2024-06-13,,2024-06-20,,,2024-06-20,,600.0,Closed,Urgent,Repair,Structural,Mike Johnson,Internal,7.0,0-30,Closed,Closed,"Newport, OH|2024-06-13"
"Winchester, IN",2024-06-13,2024-07-30,2024-08-21,2024-08-22,2412755,2024-11-22,2953782,,Closed,Normal,Repair,Doors,Sarah Williams,USPS,162.0,90+,Closed,Closed,"Winchester, IN|2024-06-13"
"Ashland, IN",2024-06-17,,2024-06-18,2024-06-18,2412079,2024-06-18,2953047,,Closed,Normal,Repair,HVAC Repairs,Brandon Davis,USPS,1.0,0-30,Closed,Closed,"Ashland, IN|2024-06-17"
"Ashland, NY",2024-06-17,,,2024-06-24,2412037,2024-06-26,2953025,,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,9.0,0-30,Closed,Closed,"Ashland, NY|2024-06-17"
"Danville, NM",2024-06-17,2024-07-02,2024-07-18,,,2024-07-18,,,Closed,Urgent,Repair,Janitorial,Brandon Davis,Internal,31.0,31-60,Closed,Closed,"Danville, NM|2024-06-17"
"Georgetown, ME",2024-06-17,2024-06-18,2024-06-18,2024-06-18,2412402,2024-07-11,2953450,174.0,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,24.0,0-30,Closed,Closed,"Georgetown, ME|2024-06-17"
"Newport, OK",2024-06-17,2024-07-22,2024-09-23,2024-09-05,2412456,2025-01-30,2953460,,Closed,Normal,Repair,Gutters,Sarah Williams,USPS,227.0,90+,Closed,Closed,"Newport, OK|2024-06-17"
"Norwood, ID",2024-06-17,2024-06-17,2024-06-17,,,,,315.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,Internal,674.0,90+,Closed,Closed,"Norwood, ID|2024-06-17"
"Oxford, PA",2024-06-17,2024-11-19,2025-04-21,2025-06-11,,2025-08-18,,43415.38,Closed,Normal,Repair,Roof Replacement - Flat,Brandon Davis,Internal,427.0,90+,Closed,Closed,"Oxford, PA|2024-06-17"
"Arlington, WV",2024-06-18,2024-07-02,2024-07-30,2024-07-31,2414229,2024-12-04,2955288,,Closed,Urgent,Repair,Concrete,Sarah Williams,USPS,169.0,90+,Closed,Closed,"Arlington, WV|2024-06-18"
"Ashland, AZ",2024-06-18,,2024-06-21,2024-06-21,2415344,2024-06-21,2956428,,Closed,Normal,Repair,Building Repairs,Brandon Davis,USPS,3.0,0-30,Closed,Closed,"Ashland, AZ|2024-06-18"
"Auburn, TN",2024-06-18,,2024-06-21,2024-06-21,2415469,2024-06-21,2956606,0.0,Closed,Urgent,Repair,Paving (Repair),Mike Johnson,USPS,3.0,0-30,Closed,Closed,"Auburn, TN|2024-06-18"
"Auburn, TN",2024-06-18,2025-01-31,2025-02-14,2025-02-18,2415469,2025-02-27,2956602,13537.5,Closed,Urgent,Repair,Concrete,Kevin Miller,USPS,254.0,90+,Closed,Closed,"Auburn, TN|2024-06-18"
"Bloomington, AZ",2024-06-18,2024-06-19,2024-06-19,2024-06-25,2413574,2024-07-11,2954566,75.0,Closed,Urgent,Repair,Plumbing,Ashley Thompson,USPS,23.0,0-30,Closed,Closed,"Bloomington, AZ|2024-06-18"
"Bloomington, AZ",2024-06-18,2024-08-15,2024-10-04,2024-10-07,2413574,2024-10-24,2954629,15141.0,Closed,Urgent,Repair,Paving (Replacement),Ashley Thompson,USPS,128.0,90+,Closed,Closed,"Bloomington, AZ|2024-06-18"
"Bloomington, AZ",2024-06-18,2024-08-15,2024-08-23,2024-08-23,2413574,2024-08-29,2954630,,Closed,Urgent,Repair,Building Repairs,Ashley Thompson,USPS,72.0,61-90,Closed,Closed,"Bloomington, AZ|2024-06-18"
"Clayton, NC",2024-06-18,2024-07-18,2024-08-05,2024-08-06,2413885,2024-08-29,2954948,107.0,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,USPS,72.0,61-90,Closed,Closed,"Clayton, NC|2024-06-18"
"Clinton, ME",2024-06-18,2024-09-10,2024-10-05,2024-10-15,2413817,2024-11-08,2954862,1400.0,Closed,Normal,Repair,Drive Thru,Sarah Williams,USPS,143.0,90+,Closed,Closed,"Clinton, ME|2024-06-18"
"Dover, NH",2024-06-18,2024-07-05,2024-07-09,2024-07-10,2413446,2024-08-02,2954483,1250.0,Closed,Normal,Repair,Paving (Repair),Sarah Williams,USPS,45.0,31-60,Closed,Closed,"Dover, NH|2024-06-18"
"Farmington, NM",2024-06-18,2024-09-23,2024-10-09,2024-10-22,2415261,2024-10-22,2956360,,Closed,Normal,Repair,Paving (Repair),Brandon Davis,USPS,126.0,90+,Closed,Closed,"Farmington, NM|2024-06-18"
"Georgetown, ME",2024-06-18,2024-06-19,2024-07-19,,,2024-08-02,,500.0,Closed,Urgent,Repair,Roof Repair,Ashley Thompson,Internal,45.0,31-60,Closed,Closed,"Georgetown, ME|2024-06-18"
"Hamilton, OH",2024-06-18,2024-07-18,2024-07-30,2024-07-31,2414645,2024-08-16,2955718,200.0,Closed,Urgent,Repair,Electrical Repairs,Ashley Thompson,USPS,59.0,31-60,Closed,Closed,"Hamilton, OH|2024-06-18"
"Kingston, HI",2024-06-18,,,,,,,2600.0,Closed,Urgent,Repair,Misc. Repairs,Ashley Thompson,Internal,673.0,90+,Closed,Closed,"Kingston, HI|2024-06-18"
"Lancaster, ID",2024-06-18,2024-06-19,2024-07-10,2024-07-19,2416034,2024-08-08,2957044,,Closed,Normal,Repair,Doors,Sarah Williams,USPS,51.0,31-60,Closed,Closed,"Lancaster, ID|2024-06-18"
"Lancaster, PA",2024-06-18,2024-08-15,2024-08-28,2024-09-04,2415064,2024-09-10,2956196,,Closed,Normal,Repair,Roof Repair,Brandon Davis,USPS,84.0,61-90,Closed,Closed,"Lancaster, PA|2024-06-18"
"Newport, ME",2024-06-18,2024-07-22,2024-08-19,2024-08-21,2415843,2024-08-29,2956922,,Closed,Normal,Repair,Overhead Doors,Sarah Williams,USPS,72.0,61-90,Closed,Closed,"Newport, ME|2024-06-18"
"Bloomington, WY",2024-06-19,2024-06-19,2024-06-25,2024-06-28,2416790,2024-09-09,2957860,,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,82.0,61-90,Closed,Closed,"Bloomington, WY|2024-06-19"
"Fairview, ME",2024-06-19,,,,,2024-09-24,,,Closed,Normal,Repair,Misc. Repairs,Brandon Davis,Internal,97.0,90+,Closed,Closed,"Fairview, ME|2024-06-19"
"Kingston, NE",2024-06-19,,,,,,,,Closed,Urgent,Repair,Painting,Ashley Thompson,Internal,672.0,90+,Closed,Closed,"Kingston, NE|2024-06-19"
"Kingston, NE",2024-06-19,,,,,,,,Closed,Urgent,Repair,Roof Replacement - Shingle,Ashley Thompson,Internal,672.0,90+,Closed,Closed,"Kingston, NE|2024-06-19"
"Ashland, WA",2024-06-20,2024-08-22,2024-08-28,2024-08-28,2416480,2024-09-10,2957581,,Closed,Normal,Repair,Concrete,Brandon Davis,USPS,82.0,61-90,Closed,Closed,"Ashland, WA|2024-06-20"
"Dover, AK",2024-06-20,2024-06-25,2024-07-26,,,2024-08-02,,255.55,Closed,Normal,Repair,Concrete,Mike Johnson,Internal,43.0,31-60,Closed,Closed,"Dover, AK|2024-06-20"
"Georgetown, SD",2024-06-20,2024-06-21,2024-06-24,2024-06-26,2417194,2024-07-19,2958358,,Closed,Urgent,Repair,HVAC Repairs,Sarah Williams,USPS,29.0,0-30,Closed,Closed,"Georgetown, SD|2024-06-20"
"Cleveland, ID",2024-06-21,2024-06-21,2024-06-21,2024-06-21,2417479,2024-07-19,2958673,249.95,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,28.0,0-30,Closed,Closed,"Cleveland, ID|2024-06-21"
"Jackson, LA",2024-06-21,2024-06-21,2024-06-21,2024-06-27,2417767,2024-07-15,2958907,,Closed,Emergency,Repair,Roof Repair,Sarah Williams,USPS,24.0,0-30,Closed,Closed,"Jackson, LA|2024-06-21"
"Lancaster, VA",2024-06-21,2024-06-21,2024-06-28,2024-07-10,2418406,2024-09-27,2959600,,Closed,Emergency,Repair,HVAC Repairs,Mike Johnson,USPS,98.0,90+,Closed,Closed,"Lancaster, VA|2024-06-21"
"Arlington, CO",2024-06-24,2024-08-22,2024-09-04,2024-09-09,2417553,2024-10-24,2958704,,Closed,Normal,Repair,HVAC Repairs,Brandon Davis,USPS,122.0,90+,Closed,Closed,"Arlington, CO|2024-06-24"
"Arlington, CO",2024-06-24,2024-10-01,2024-11-07,2024-11-07,2417821,2024-12-18,2959016,,Closed,Normal,Repair,HVAC Repairs,Brandon Davis,USPS,177.0,90+,Closed,Closed,"Arlington, CO|2024-06-24"
"Clinton, SC",2024-06-24,2024-08-20,2024-08-29,2024-08-29,2417847,2024-09-25,2959043,,Closed,Normal,Repair,Roof Repair,Brandon Davis,USPS,93.0,90+,Closed,Closed,"Clinton, SC|2024-06-24"
"Columbia, MO",2024-06-24,2024-06-24,2024-06-28,2024-07-29,2417911,2024-07-29,2959173,,Closed,Urgent,Repair,Roof Repair,Sarah Williams,USPS,35.0,31-60,Closed,Closed,"Columbia, MO|2024-06-24"
"Danville, NM",2024-06-24,,,,190383,2024-08-16,2393542,125.0,Closed,Urgent,Repair,Doors,Ashley Thompson,USPS,53.0,31-60,Closed,Closed,"Danville, NM|2024-06-24"
"Franklin, DE",2024-06-24,2024-06-24,2024-06-25,2024-06-26,2417515,2024-07-11,2958689,547.69,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,17.0,0-30,Closed,Closed,"Franklin, DE|2024-06-24"
"Winchester, NM",2024-06-24,2024-07-25,2024-08-02,2024-08-05,2417822,2024-08-07,2958910,350.0,Closed,Urgent,Repair,Gutters,Ashley Thompson,USPS,44.0,31-60,Closed,Closed,"Winchester, NM|2024-06-24"
"Winchester, SC",2024-06-24,2024-08-14,2024-08-15,2024-08-29,2417675,2024-09-20,2958812,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,88.0,61-90,Closed,Closed,"Winchester, SC|2024-06-24"
"Ashland, AZ",2024-06-25,2024-06-25,2024-06-26,2024-06-26,2418665,2024-07-23,2959880,85.0,Closed,Urgent,Repair,Plumbing,Ashley Thompson,USPS,28.0,0-30,Closed,Closed,"Ashland, AZ|2024-06-25"
"Dayton, MA",2024-06-25,,2024-06-18,,,2024-07-11,,,Closed,Urgent,Repair,HVAC Repairs,Ashley Thompson,Internal,16.0,0-30,Closed,Closed,"Dayton, MA|2024-06-25"
"Franklin, DE",2024-06-25,2024-06-26,2024-06-27,2024-07-03,2418395,2024-07-11,2959548,220.0,Closed,Urgent,Repair,Doors,Ashley Thompson,USPS,16.0,0-30,Closed,Closed,"Franklin, DE|2024-06-25"
"Gainesville, NY",2024-06-25,2024-07-17,2024-07-23,2024-08-02,2418668,2024-08-08,2959954,465.0,Closed,Urgent,Repair,Vandalism,Sarah Williams,USPS,44.0,31-60,Closed,Closed,"Gainesville, NY|2024-06-25"
"Centerville, LA",2024-06-26,2024-07-29,2024-08-27,2024-09-06,2419848,2024-11-01,2961045,475.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,128.0,90+,Closed,Closed,"Centerville, LA|2024-06-26"
"Centerville, MS",2024-06-26,2024-07-03,2024-07-10,2024-07-10,2419065,2024-07-19,2960245,,Closed,Normal,Repair,HVAC Repairs,Brandon Davis,USPS,23.0,0-30,Closed,Closed,"Centerville, MS|2024-06-26"
"Cleveland, MN",2024-06-26,2024-06-04,2024-06-05,2024-06-26,,2024-08-02,,,Closed,Normal,Repair,Misc. Repairs,Brandon Davis,Internal,37.0,31-60,Closed,Closed,"Cleveland, MN|2024-06-26"
"Clinton, MN",2024-06-26,,2024-06-26,,,2024-06-26,,,Closed,Normal,Repair,Violation,Brandon Davis,Internal,0.0,0-30,Closed,Closed,"Clinton, MN|2024-06-26"
"Danville, NM",2024-06-26,2024-07-23,2024-09-06,,,2024-09-10,,,Closed,Urgent,Repair,Fencing,Brandon Davis,Internal,76.0,61-90,Closed,Closed,"Danville, NM|2024-06-26"
"Florence, MO",2024-06-26,2024-06-26,2024-08-15,2024-08-15,,2024-08-21,,,Closed,Normal,Repair,Utilities,Brandon Davis,Internal,56.0,31-60,Closed,Closed,"Florence, MO|2024-06-26"
"Florence, UT",2024-06-26,2024-06-27,2024-07-15,2024-07-15,2418685,2024-07-15,2959904,,Closed,Normal,Repair,Roof Repair,Brandon Davis,USPS,19.0,0-30,Closed,Closed,"Florence, UT|2024-06-26"
"Georgetown, NJ",2024-06-26,2024-06-28,2024-06-29,2024-07-10,2420068,2024-07-19,2961354,158.09,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,23.0,0-30,Closed,Closed,"Georgetown, NJ|2024-06-26"
"Hamilton, AZ",2024-06-26,2024-06-28,2024-07-08,2024-07-09,2419181,2024-07-19,2960344,5112.0,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,23.0,0-30,Closed,Closed,"Hamilton, AZ|2024-06-26"
"Lexington, TX",2024-06-26,2024-07-22,2024-07-26,2024-07-30,2420256,2024-08-08,2961441,1000.0,Closed,Urgent,Repair,Ceiling Tiles,Ashley Thompson,USPS,43.0,31-60,Closed,Closed,"Lexington, TX|2024-06-26"
"Milton, MO",2024-06-26,2024-06-24,2024-06-26,2024-07-02,2419426,2024-07-19,2960628,,Closed,Normal,Repair,HVAC Repairs,Brandon Davis,USPS,23.0,0-30,Closed,Closed,"Milton, MO|2024-06-26"
"Milton, MO",2024-06-26,2024-07-23,2024-07-25,2024-07-29,2419423,2024-08-02,2960625,750.0,Closed,Urgent,Repair,Roof Repair,Mike Johnson,USPS,37.0,31-60,Closed,Closed,"Milton, MO|2024-06-26"
"Winchester, WY",2024-06-26,2024-09-17,2024-10-30,2024-11-05,2419883,2024-12-17,2961099,,Closed,Urgent,Repair,Gutters,Ashley Thompson,USPS,174.0,90+,Closed,Closed,"Winchester, WY|2024-06-26"
"Burlington, AR",2024-06-27,,,,,2024-11-14,,,Closed,Urgent,Repair,Plumbing,Mike Johnson,Internal,140.0,90+,Closed,Closed,"Burlington, AR|2024-06-27"
"Madison, NE",2024-06-27,2024-07-31,2024-08-21,2024-08-21,,2024-08-21,,,Closed,Normal,Repair,Plumbing,Brandon Davis,Internal,55.0,31-60,Closed,Closed,"Madison, NE|2024-06-27"
"Winchester, GA",2024-06-28,2024-07-02,2024-08-08,,2421232,2024-08-16,2962544,178.0,Closed,Urgent,Repair,Ceiling Tiles,Ashley Thompson,USPS,49.0,31-60,Closed,Closed,"Winchester, GA|2024-06-28"
"Ashland, IN",2024-07-01,2024-07-24,2024-08-05,2024-08-05,2420561,2024-09-25,2961825,,Closed,Normal,Repair,Paving (Repair),Brandon Davis,USPS,86.0,61-90,Closed,Closed,"Ashland, IN|2024-07-01"
"Ashland, IN",2024-07-01,2024-07-24,2024-09-10,2024-09-10,2420495,2024-09-10,2961713,,Closed,Normal,Repair,Doors,Brandon Davis,USPS,71.0,61-90,Closed,Closed,"Ashland, IN|2024-07-01"
"Clinton, OK",2024-07-01,2024-05-25,2024-06-10,,,2024-07-11,,181.37,Closed,Urgent,Repair,HVAC PM,Ashley Thompson,Internal,10.0,0-30,Closed,Closed,"Clinton, OK|2024-07-01"
"Danville, NM",2024-07-01,2024-07-02,2024-07-18,,,2024-08-02,,,Closed,Urgent,Repair,Landscaping,Brandon Davis,Internal,32.0,31-60,Closed,Closed,"Danville, NM|2024-07-01"
"Danville, OH",2024-07-01,2024-08-07,2024-08-16,2024-08-16,2419717,2024-09-10,2960898,,Closed,Normal,Repair,Misc. Repairs,Sarah Williams,USPS,71.0,61-90,Closed,Closed,"Danville, OH|2024-07-01"
"Dayton, PA",2024-07-01,2024-07-18,2024-07-18,2024-10-04,2419630,2025-01-30,2960828,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,213.0,90+,Closed,Closed,"Dayton, PA|2024-07-01"
"Dayton, PA",2024-07-01,2024-10-03,2024-10-04,2024-10-07,2419715,2024-11-01,2960896,,Closed,Normal,Repair,Ceiling Tiles,Sarah Williams,USPS,123.0,90+,Closed,Closed,"Dayton, PA|2024-07-01"
"Georgetown, ME",2024-07-01,,2024-10-24,2024-10-24,2420076,2025-02-04,2961298,,Closed,Normal,Repair,Roof Repair,Sarah Williams,USPS,218.0,90+,Closed,Closed,"Georgetown, ME|2024-07-01"
"Georgetown, SD",2024-07-01,2024-06-28,2024-07-01,2024-07-01,2421055,2024-10-03,2962319,,Closed,Urgent,Repair,HVAC Repairs,Mike Johnson,USPS,94.0,90+,Closed,Closed,"Georgetown, SD|2024-07-01"
